State,District,Month,Cases
Maharashtra,MH_Latur,15,1886
Maharashtra,MH_Latur,16,1011
Maharashtra,MH_Latur,17,0
Maharashtra,MH_Mumbai,1,16738
Maharashtra,MH_Mumbai,2,41488
Maharashtra,MH_Mumbai,3,36874
Maharashtra,MH_Mumbai,4,33435
Maharashtra,MH_Mumbai,5,44475
Maharashtra,MH_Mumbai,6,62592
Maharashtra,MH_Mumbai,7,34531
Maharashtra,MH_Mumbai,8,23405
Maharashtra,MH_Mumbai,9,17521
Maharashtra,MH_Mumbai,10,13942
Maharashtra,MH_Mumbai,11,29886
Maharashtra,MH_Mumbai,12,201233
Maharashtra,MH_Mumbai,13,139650
Maharashtra,MH_Mumbai,14,31345
Maharashtra,MH_Mumbai,15,17163
Maharashtra,MH_Mumbai,16,11050
Maharashtra,MH_Mumbai,17,0
Maharashtra,MH_Nagpur,1,331
Maharashtra,MH_Nagpur,2,682
Maharashtra,MH_Nagpur,3,3244
Maharashtra,MH_Nagpur,4,9761
Maharashtra,MH_Nagpur,5,40136
Maharashtra,MH_Nagpur,6,36618
Maharashtra,MH_Nagpur,7,19920
Maharashtra,MH_Nagpur,8,11020
Maharashtra,MH_Nagpur,9,11808
Maharashtra,MH_Nagpur,10,9165
Maharashtra,MH_Nagpur,11,33230
Maharashtra,MH_Nagpur,12,130213
Maharashtra,MH_Nagpur,13,172397
Maharashtra,MH_Nagpur,14,16079
Maharashtra,MH_Nagpur,15,1313
Maharashtra,MH_Nagpur,16,843
Maharashtra,MH_Nagpur,17,0
Maharashtra,MH_Nanded,1,57
Maharashtra,MH_Nanded,2,178
Maharashtra,MH_Nanded,3,404
Maharashtra,MH_Nanded,4,3053
Maharashtra,MH_Nanded,5,7838
Maharashtra,MH_Nanded,6,6463
Maharashtra,MH_Nanded,7,1644
Maharashtra,MH_Nanded,8,1134
Maharashtra,MH_Nanded,9,1517
Maharashtra,MH_Nanded,10,905
Maharashtra,MH_Nanded,11,3627
Maharashtra,MH_Nanded,12,37625
Maharashtra,MH_Nanded,13,23700
Maharashtra,MH_Nanded,14,2587
Maharashtra,MH_Nanded,15,583
Maharashtra,MH_Nanded,16,773
Maharashtra,MH_Nanded,17,0
Maharashtra,MH_Nandurbar,1,22
Maharashtra,MH_Nandurbar,2,26
Maharashtra,MH_Nandurbar,3,234
Maharashtra,MH_Nandurbar,4,821
Maharashtra,MH_Nandurbar,5,2934
Maharashtra,MH_Nandurbar,6,1877
Maharashtra,MH_Nandurbar,7,731
Maharashtra,MH_Nandurbar,8,977
Maharashtra,MH_Nandurbar,9,1499
Maharashtra,MH_Nandurbar,10,1173
Maharashtra,MH_Nandurbar,11,1480
Maharashtra,MH_Nandurbar,12,14918
Maharashtra,MH_Nandurbar,13,11283
Maharashtra,MH_Nandurbar,14,1332
Maharashtra,MH_Nandurbar,15,590
Maharashtra,MH_Nandurbar,16,719
Maharashtra,MH_Nandurbar,17,0
Maharashtra,MH_Nashik,1,807
Maharashtra,MH_Nashik,2,1144
Maharashtra,MH_Nashik,3,5729
Maharashtra,MH_Nashik,4,16781
Maharashtra,MH_Nashik,5,31150
Maharashtra,MH_Nashik,6,31631
Maharashtra,MH_Nashik,7,12809
Maharashtra,MH_Nashik,8,10423
Maharashtra,MH_Nashik,9,8059
Maharashtra,MH_Nashik,10,5228
Maharashtra,MH_Nashik,11,14205
Maharashtra,MH_Nashik,12,94041
Maharashtra,MH_Nashik,13,131086
Maharashtra,MH_Nashik,14,31060
Maharashtra,MH_Nashik,15,6458
Maharashtra,MH_Nashik,16,3662
Maharashtra,MH_Nashik,17,0
Maharashtra,MH_Osmanabad,1,4
Maharashtra,MH_Osmanabad,2,142
Maharashtra,MH_Osmanabad,3,264
Maharashtra,MH_Osmanabad,4,2846
Maharashtra,MH_Osmanabad,5,5770
Maharashtra,MH_Osmanabad,6,5297
Maharashtra,MH_Osmanabad,7,1469
Maharashtra,MH_Osmanabad,8,895
Maharashtra,MH_Osmanabad,9,1089
Maharashtra,MH_Osmanabad,10,498
Maharashtra,MH_Osmanabad,11,822
Maharashtra,MH_Osmanabad,12,8960
Maharashtra,MH_Osmanabad,13,21104
Maharashtra,MH_Osmanabad,14,11830
Maharashtra,MH_Osmanabad,15,2324
Maharashtra,MH_Osmanabad,16,2645
Maharashtra,MH_Osmanabad,17,0
Maharashtra,MH_Palghar,1,349
Maharashtra,MH_Palghar,2,1989
Maharashtra,MH_Palghar,3,7900
Maharashtra,MH_Palghar,4,10017
Maharashtra,MH_Palghar,5,10944
Maharashtra,MH_Palghar,6,9292
Maharashtra,MH_Palghar,7,3547
Maharashtra,MH_Palghar,8,2126
Maharashtra,MH_Palghar,9,1848
Maharashtra,MH_Palghar,10,907
Maharashtra,MH_Palghar,11,1495
Maharashtra,MH_Palghar,12,15997
Maharashtra,MH_Palghar,13,40427
Maharashtra,MH_Palghar,14,14302
Maharashtra,MH_Palghar,15,7484
Maharashtra,MH_Palghar,16,5876
Maharashtra,MH_Palghar,17,0
Maharashtra,MH_Pune,1,3314
Maharashtra,MH_Pune,2,8870
Maharashtra,MH_Pune,3,29908
Maharashtra,MH_Pune,4,82549
Maharashtra,MH_Pune,5,110778
Maharashtra,MH_Pune,6,83961
Maharashtra,MH_Pune,7,22198
Maharashtra,MH_Pune,8,21205
Maharashtra,MH_Pune,9,17848
Maharashtra,MH_Pune,10,14032
Maharashtra,MH_Pune,11,44899
Maharashtra,MH_Pune,12,239751
Maharashtra,MH_Pune,13,283780
Maharashtra,MH_Pune,14,73522
Maharashtra,MH_Pune,15,34654
Maharashtra,MH_Pune,16,31999
Maharashtra,MH_Pune,17,0
Maharashtra,MH_Raigad,1,327
Maharashtra,MH_Raigad,2,1541
Maharashtra,MH_Raigad,3,7242
Maharashtra,MH_Raigad,4,13168
Maharashtra,MH_Raigad,5,19835
Maharashtra,MH_Raigad,6,14288
Maharashtra,MH_Raigad,7,4822
Maharashtra,MH_Raigad,8,3331
Maharashtra,MH_Raigad,9,3086
Maharashtra,MH_Raigad,10,1789
Maharashtra,MH_Raigad,11,3545
Maharashtra,MH_Raigad,12,23230
Maharashtra,MH_Raigad,13,41026
Maharashtra,MH_Raigad,14,20220
Maharashtra,MH_Raigad,15,18449
Maharashtra,MH_Raigad,16,10356
Maharashtra,MH_Raigad,17,0
Maharashtra,MH_Ratnagiri,1,104
Maharashtra,MH_Ratnagiri,2,309
Maharashtra,MH_Ratnagiri,3,524
Maharashtra,MH_Ratnagiri,4,1695
Maharashtra,MH_Ratnagiri,5,3776
Maharashtra,MH_Ratnagiri,6,3032
Maharashtra,MH_Ratnagiri,7,653
Maharashtra,MH_Ratnagiri,8,1071
Maharashtra,MH_Ratnagiri,9,1295
Maharashtra,MH_Ratnagiri,10,427
Maharashtra,MH_Ratnagiri,11,598
Maharashtra,MH_Ratnagiri,12,3194
Maharashtra,MH_Ratnagiri,13,19604
Maharashtra,MH_Ratnagiri,14,19103
Maharashtra,MH_Ratnagiri,15,13965
Maharashtra,MH_Ratnagiri,16,6674
Maharashtra,MH_Ratnagiri,17,0
Maharashtra,MH_Sangli,1,43
Maharashtra,MH_Sangli,2,182
Maharashtra,MH_Sangli,3,505
Maharashtra,MH_Sangli,4,5096
Maharashtra,MH_Sangli,5,19915
Maharashtra,MH_Sangli,6,18134
Maharashtra,MH_Sangli,7,4046
Maharashtra,MH_Sangli,8,1387
Maharashtra,MH_Sangli,9,1297
Maharashtra,MH_Sangli,10,543
Maharashtra,MH_Sangli,11,763
Maharashtra,MH_Sangli,12,8725
Maharashtra,MH_Sangli,13,42064
Maharashtra,MH_Sangli,14,36676
Maharashtra,MH_Sangli,15,28931
Maharashtra,MH_Sangli,16,26042
Maharashtra,MH_Sangli,17,0
Maharashtra,MH_Satara,1,125
Maharashtra,MH_Satara,2,616
Maharashtra,MH_Satara,3,1114
Maharashtra,MH_Satara,4,4938
Maharashtra,MH_Satara,5,18070
Maharashtra,MH_Satara,6,18602
Maharashtra,MH_Satara,7,6680
Maharashtra,MH_Satara,8,3968
Maharashtra,MH_Satara,9,2462
Maharashtra,MH_Satara,10,2041
Maharashtra,MH_Satara,11,3279
Maharashtra,MH_Satara,12,15523
Maharashtra,MH_Satara,13,56409
Maharashtra,MH_Satara,14,47848
Maharashtra,MH_Satara,15,24161
Maharashtra,MH_Satara,16,24168
Maharashtra,MH_Satara,17,0
Maharashtra,MH_Sindhudurg,1,50
Maharashtra,MH_Sindhudurg,2,143
Maharashtra,MH_Sindhudurg,3,112
Maharashtra,MH_Sindhudurg,4,304
Maharashtra,MH_Sindhudurg,5,1909
Maharashtra,MH_Sindhudurg,6,2099
Maharashtra,MH_Sindhudurg,7,621
Maharashtra,MH_Sindhudurg,8,569
Maharashtra,MH_Sindhudurg,9,439
Maharashtra,MH_Sindhudurg,10,329
Maharashtra,MH_Sindhudurg,11,245
Maharashtra,MH_Sindhudurg,12,2131
Maharashtra,MH_Sindhudurg,13,10383
Maharashtra,MH_Sindhudurg,14,15274
Maharashtra,MH_Sindhudurg,15,10610
Maharashtra,MH_Sindhudurg,16,4492
Maharashtra,MH_Sindhudurg,17,0
Maharashtra,MH_Solapur,1,344
Maharashtra,MH_Solapur,2,1476
Maharashtra,MH_Solapur,3,2658
Maharashtra,MH_Solapur,4,9136
Maharashtra,MH_Solapur,5,14093
Maharashtra,MH_Solapur,6,12973
Maharashtra,MH_Solapur,7,5885
Maharashtra,MH_Solapur,8,5281
Maharashtra,MH_Solapur,9,3167
Maharashtra,MH_Solapur,10,1883
Maharashtra,MH_Solapur,11,2964
Maharashtra,MH_Solapur,12,20513
Maharashtra,MH_Solapur,13,55374
Maharashtra,MH_Solapur,14,32506
Maharashtra,MH_Solapur,15,11550
Maharashtra,MH_Solapur,16,16567
Maharashtra,MH_Solapur,17,0
Maharashtra,MH_Thane,1,3287
Maharashtra,MH_Thane,2,14793
Maharashtra,MH_Thane,3,47244
Maharashtra,MH_Thane,4,45614
Maharashtra,MH_Thane,5,47970
Maharashtra,MH_Thane,6,48853
Maharashtra,MH_Thane,7,23089
Maharashtra,MH_Thane,8,17178
Maharashtra,MH_Thane,9,15339
Maharashtra,MH_Thane,10,9312
Maharashtra,MH_Thane,11,20373
Maharashtra,MH_Thane,12,133550
Maharashtra,MH_Thane,13,119747
Maharashtra,MH_Thane,14,24192
Maharashtra,MH_Thane,15,17991
Maharashtra,MH_Thane,16,10225
Maharashtra,MH_Thane,17,0
Maharashtra,MH_Wardha,1,11
Maharashtra,MH_Wardha,2,365
Maharashtra,MH_Wardha,3,2187
Maharashtra,MH_Wardha,4,651
Maharashtra,MH_Wardha,5,3330
Maharashtra,MH_Wardha,6,2400
Maharashtra,MH_Wardha,7,1655
Maharashtra,MH_Wardha,8,1496
Maharashtra,MH_Wardha,9,1194
Maharashtra,MH_Wardha,10,2712
Maharashtra,MH_Wardha,11,7542
Maharashtra,MH_Wardha,12,20793
Maharashtra,MH_Wardha,13,15966
Maharashtra,MH_Wardha,14,1903
Maharashtra,MH_Wardha,15,866
Maharashtra,MH_Wardha,16,24
Maharashtra,MH_Wardha,17,0
Maharashtra,MH_Washim,1,100
Maharashtra,MH_Washim,2,46
Maharashtra,MH_Washim,3,204
Maharashtra,MH_Washim,4,869
Maharashtra,MH_Washim,5,1732
Maharashtra,MH_Washim,6,2334
Maharashtra,MH_Washim,7,735
Maharashtra,MH_Washim,8,657
Maharashtra,MH_Washim,9,421
Maharashtra,MH_Washim,10,527
Maharashtra,MH_Washim,11,3824
Maharashtra,MH_Washim,12,9074
Maharashtra,MH_Washim,13,13428
Maharashtra,MH_Washim,14,7162
Maharashtra,MH_Washim,15,538
Maharashtra,MH_Washim,16,842
Maharashtra,MH_Washim,17,0
Maharashtra,MH_Yavatmal,1,99
Maharashtra,MH_Yavatmal,2,82
Maharashtra,MH_Yavatmal,3,300
Maharashtra,MH_Yavatmal,4,1507
Maharashtra,MH_Yavatmal,5,3269
Maharashtra,MH_Yavatmal,6,4617
Maharashtra,MH_Yavatmal,7,1686
Maharashtra,MH_Yavatmal,8,1386
Maharashtra,MH_Yavatmal,9,1724
Maharashtra,MH_Yavatmal,10,1714
Maharashtra,MH_Yavatmal,11,5645
Maharashtra,MH_Yavatmal,12,10211
Maharashtra,MH_Yavatmal,13,31636
Maharashtra,MH_Yavatmal,14,11764
Maharashtra,MH_Yavatmal,15,443
Maharashtra,MH_Yavatmal,16,230
Maharashtra,MH_Yavatmal,17,0
Meghalaya,ML_East Garo Hills,1,1
Meghalaya,ML_East Garo Hills,2,86
Meghalaya,ML_East Garo Hills,3,34
Meghalaya,ML_East Garo Hills,4,119
Meghalaya,ML_East Garo Hills,5,122
Meghalaya,ML_East Garo Hills,6,10
Meghalaya,ML_East Garo Hills,7,0
Meghalaya,ML_East Garo Hills,8,0
Meghalaya,ML_East Garo Hills,9,0
Meghalaya,ML_East Garo Hills,10,44
Meghalaya,ML_East Garo Hills,11,294
Meghalaya,ML_East Garo Hills,12,668
Meghalaya,ML_East Garo Hills,13,365
Meghalaya,ML_East Garo Hills,14,61
Meghalaya,ML_East Garo Hills,15,0
Meghalaya,ML_East Garo Hills,16,0
Meghalaya,ML_East Garo Hills,17,0
Meghalaya,ML_East Jaintia Hills,1,2
Meghalaya,ML_East Jaintia Hills,2,21
Meghalaya,ML_East Jaintia Hills,3,285
Meghalaya,ML_East Jaintia Hills,4,90
Meghalaya,ML_East Jaintia Hills,5,101
Meghalaya,ML_East Jaintia Hills,6,27
Meghalaya,ML_East Jaintia Hills,7,19
Meghalaya,ML_East Jaintia Hills,8,7
Meghalaya,ML_East Jaintia Hills,9,2
Meghalaya,ML_East Jaintia Hills,10,23
Meghalaya,ML_East Jaintia Hills,11,417
Meghalaya,ML_East Jaintia Hills,12,593
Meghalaya,ML_East Jaintia Hills,13,345
Meghalaya,ML_East Jaintia Hills,14,315
Meghalaya,ML_East Jaintia Hills,15,0
Meghalaya,ML_East Jaintia Hills,16,0
Meghalaya,ML_East Jaintia Hills,17,0
Meghalaya,ML_East Khasi Hills,1,13
Meghalaya,ML_East Khasi Hills,2,12
Meghalaya,ML_East Khasi Hills,3,111
Meghalaya,ML_East Khasi Hills,4,729
Meghalaya,ML_East Khasi Hills,5,1592
Meghalaya,ML_East Khasi Hills,6,2795
Meghalaya,ML_East Khasi Hills,7,1152
Meghalaya,ML_East Khasi Hills,8,1466
Meghalaya,ML_East Khasi Hills,9,611
Meghalaya,ML_East Khasi Hills,10,181
Meghalaya,ML_East Khasi Hills,11,41
Meghalaya,ML_East Khasi Hills,12,357
Meghalaya,ML_East Khasi Hills,13,4914
Meghalaya,ML_East Khasi Hills,14,10277
Meghalaya,ML_East Khasi Hills,15,4287
Meghalaya,ML_East Khasi Hills,16,6181
Meghalaya,ML_East Khasi Hills,17,0
Meghalaya,ML_North Garo Hills,1,1
Meghalaya,ML_North Garo Hills,2,0
Meghalaya,ML_North Garo Hills,3,19
Meghalaya,ML_North Garo Hills,4,39
Meghalaya,ML_North Garo Hills,5,170
Meghalaya,ML_North Garo Hills,6,25
Meghalaya,ML_North Garo Hills,7,15
Meghalaya,ML_North Garo Hills,8,4
Meghalaya,ML_North Garo Hills,9,0
Meghalaya,ML_North Garo Hills,10,0
Meghalaya,ML_North Garo Hills,11,0
Meghalaya,ML_North Garo Hills,12,52
Meghalaya,ML_North Garo Hills,13,516
Meghalaya,ML_North Garo Hills,14,644
Meghalaya,ML_North Garo Hills,15,295
Meghalaya,ML_North Garo Hills,16,4
Meghalaya,ML_North Garo Hills,17,0
Meghalaya,ML_Ribhoi,1,14
Meghalaya,ML_Ribhoi,2,107
Meghalaya,ML_Ribhoi,3,179
Meghalaya,ML_Ribhoi,4,466
Meghalaya,ML_Ribhoi,5,432
Meghalaya,ML_Ribhoi,6,232
Meghalaya,ML_Ribhoi,7,63
Meghalaya,ML_Ribhoi,8,26
Meghalaya,ML_Ribhoi,9,5
Meghalaya,ML_Ribhoi,10,23
Meghalaya,ML_Ribhoi,11,392
Meghalaya,ML_Ribhoi,12,2504
Meghalaya,ML_Ribhoi,13,1934
Meghalaya,ML_Ribhoi,14,1907
Meghalaya,ML_Ribhoi,15,329
Meghalaya,ML_Ribhoi,16,0
Meghalaya,ML_Ribhoi,17,0
Meghalaya,ML_South Garo Hills,1,5
Meghalaya,ML_South Garo Hills,2,22
Meghalaya,ML_South Garo Hills,3,94
Meghalaya,ML_South Garo Hills,4,59
Meghalaya,ML_South Garo Hills,5,84
Meghalaya,ML_South Garo Hills,6,20
Meghalaya,ML_South Garo Hills,7,2
Meghalaya,ML_South Garo Hills,8,0
Meghalaya,ML_South Garo Hills,9,0
Meghalaya,ML_South Garo Hills,10,49
Meghalaya,ML_South Garo Hills,11,260
Meghalaya,ML_South Garo Hills,12,346
Meghalaya,ML_South Garo Hills,13,262
Meghalaya,ML_South Garo Hills,14,54
Meghalaya,ML_South Garo Hills,15,0
Meghalaya,ML_South Garo Hills,16,0
Meghalaya,ML_South Garo Hills,17,0
Meghalaya,ML_South West Garo Hills,1,5
Meghalaya,ML_South West Garo Hills,2,2
Meghalaya,ML_South West Garo Hills,3,8
Meghalaya,ML_South West Garo Hills,4,13
Meghalaya,ML_South West Garo Hills,5,66
Meghalaya,ML_South West Garo Hills,6,39
Meghalaya,ML_South West Garo Hills,7,68
Meghalaya,ML_South West Garo Hills,8,3
Meghalaya,ML_South West Garo Hills,9,2
Meghalaya,ML_South West Garo Hills,10,1
Meghalaya,ML_South West Garo Hills,11,0
Meghalaya,ML_South West Garo Hills,12,221
Meghalaya,ML_South West Garo Hills,13,863
Meghalaya,ML_South West Garo Hills,14,326
Meghalaya,ML_South West Garo Hills,15,191
Meghalaya,ML_South West Garo Hills,16,0
Meghalaya,ML_South West Garo Hills,17,0
Meghalaya,ML_South West Khasi Hills,1,1
Meghalaya,ML_South West Khasi Hills,2,14
Meghalaya,ML_South West Khasi Hills,3,42
Meghalaya,ML_South West Khasi Hills,4,4
Meghalaya,ML_South West Khasi Hills,5,6
Meghalaya,ML_South West Khasi Hills,6,0
Meghalaya,ML_South West Khasi Hills,7,0
Meghalaya,ML_South West Khasi Hills,8,0
Meghalaya,ML_South West Khasi Hills,9,28
Meghalaya,ML_South West Khasi Hills,10,383
Meghalaya,ML_South West Khasi Hills,11,593
Meghalaya,ML_South West Khasi Hills,12,608
Meghalaya,ML_South West Khasi Hills,13,366
Meghalaya,ML_South West Khasi Hills,14,0
Meghalaya,ML_South West Khasi Hills,15,0
Meghalaya,ML_South West Khasi Hills,16,0
Meghalaya,ML_South West Khasi Hills,17,0
Meghalaya,ML_West Garo Hills,1,5
Meghalaya,ML_West Garo Hills,2,3
Meghalaya,ML_West Garo Hills,3,39
Meghalaya,ML_West Garo Hills,4,429
Meghalaya,ML_West Garo Hills,5,411
Meghalaya,ML_West Garo Hills,6,386
Meghalaya,ML_West Garo Hills,7,399
Meghalaya,ML_West Garo Hills,8,41
Meghalaya,ML_West Garo Hills,9,4
Meghalaya,ML_West Garo Hills,10,3
Meghalaya,ML_West Garo Hills,11,26
Meghalaya,ML_West Garo Hills,12,255
Meghalaya,ML_West Garo Hills,13,1737
Meghalaya,ML_West Garo Hills,14,1848
Meghalaya,ML_West Garo Hills,15,2716
Meghalaya,ML_West Garo Hills,16,299
Meghalaya,ML_West Garo Hills,17,0
Meghalaya,ML_West Jaintia Hills,1,5
Meghalaya,ML_West Jaintia Hills,2,5
Meghalaya,ML_West Jaintia Hills,3,16
Meghalaya,ML_West Jaintia Hills,4,17
Meghalaya,ML_West Jaintia Hills,5,125
Meghalaya,ML_West Jaintia Hills,6,177
Meghalaya,ML_West Jaintia Hills,7,153
Meghalaya,ML_West Jaintia Hills,8,34
Meghalaya,ML_West Jaintia Hills,9,32
Meghalaya,ML_West Jaintia Hills,10,0
Meghalaya,ML_West Jaintia Hills,11,127
Meghalaya,ML_West Jaintia Hills,12,765
Meghalaya,ML_West Jaintia Hills,13,1651
Meghalaya,ML_West Jaintia Hills,14,1428
Meghalaya,ML_West Jaintia Hills,15,1223
Meghalaya,ML_West Jaintia Hills,16,0
Meghalaya,ML_West Jaintia Hills,17,0
Meghalaya,ML_West Khasi Hills,1,1
Meghalaya,ML_West Khasi Hills,2,0
Meghalaya,ML_West Khasi Hills,3,13
Meghalaya,ML_West Khasi Hills,4,54
Meghalaya,ML_West Khasi Hills,5,66
Meghalaya,ML_West Khasi Hills,6,43
Meghalaya,ML_West Khasi Hills,7,12
Meghalaya,ML_West Khasi Hills,8,4
Meghalaya,ML_West Khasi Hills,9,4
Meghalaya,ML_West Khasi Hills,10,1
Meghalaya,ML_West Khasi Hills,11,7
Meghalaya,ML_West Khasi Hills,12,288
Meghalaya,ML_West Khasi Hills,13,514
Meghalaya,ML_West Khasi Hills,14,569
Meghalaya,ML_West Khasi Hills,15,1662
Meghalaya,ML_West Khasi Hills,16,0
Meghalaya,ML_West Khasi Hills,17,0
Mizoram,MZ_Aizawl,1,1
Mizoram,MZ_Aizawl,2,36
Mizoram,MZ_Aizawl,3,64
Mizoram,MZ_Aizawl,4,285
Mizoram,MZ_Aizawl,5,567
Mizoram,MZ_Aizawl,6,482
Mizoram,MZ_Aizawl,7,949
Mizoram,MZ_Aizawl,8,300
Mizoram,MZ_Aizawl,9,146
Mizoram,MZ_Aizawl,10,63
Mizoram,MZ_Aizawl,11,22
Mizoram,MZ_Aizawl,12,198
Mizoram,MZ_Aizawl,13,2578
Mizoram,MZ_Aizawl,14,4875
Mizoram,MZ_Aizawl,15,6597
Mizoram,MZ_Aizawl,16,15578
Mizoram,MZ_Aizawl,17,0
Mizoram,MZ_Champhai,1,8
Mizoram,MZ_Champhai,2,5
Mizoram,MZ_Champhai,3,31
Mizoram,MZ_Champhai,4,1
Mizoram,MZ_Champhai,5,9
Mizoram,MZ_Champhai,6,56
Mizoram,MZ_Champhai,7,27
Mizoram,MZ_Champhai,8,0
Mizoram,MZ_Champhai,9,6
Mizoram,MZ_Champhai,10,2
Mizoram,MZ_Champhai,11,15
Mizoram,MZ_Champhai,12,87
Mizoram,MZ_Champhai,13,297
Mizoram,MZ_Champhai,14,185
Mizoram,MZ_Champhai,15,342
Mizoram,MZ_Champhai,16,0
Mizoram,MZ_Champhai,17,0
Mizoram,MZ_Kolasib,1,11
Mizoram,MZ_Kolasib,2,3
Mizoram,MZ_Kolasib,3,156
Mizoram,MZ_Kolasib,4,46
Mizoram,MZ_Kolasib,5,37
Mizoram,MZ_Kolasib,6,18
Mizoram,MZ_Kolasib,7,21
Mizoram,MZ_Kolasib,8,8
Mizoram,MZ_Kolasib,9,1
Mizoram,MZ_Kolasib,10,0
Mizoram,MZ_Kolasib,11,50
Mizoram,MZ_Kolasib,12,300
Mizoram,MZ_Kolasib,13,606
Mizoram,MZ_Kolasib,14,1559
Mizoram,MZ_Kolasib,15,1230
Mizoram,MZ_Kolasib,16,0
Mizoram,MZ_Kolasib,17,0
Mizoram,MZ_Lawngtlai,1,8
Mizoram,MZ_Lawngtlai,2,13
Mizoram,MZ_Lawngtlai,3,10
Mizoram,MZ_Lawngtlai,4,9
Mizoram,MZ_Lawngtlai,5,51
Mizoram,MZ_Lawngtlai,6,125
Mizoram,MZ_Lawngtlai,7,96
Mizoram,MZ_Lawngtlai,8,18
Mizoram,MZ_Lawngtlai,9,10
Mizoram,MZ_Lawngtlai,10,0
Mizoram,MZ_Lawngtlai,11,72
Mizoram,MZ_Lawngtlai,12,222
Mizoram,MZ_Lawngtlai,13,737
Mizoram,MZ_Lawngtlai,14,785
Mizoram,MZ_Lawngtlai,15,797
Mizoram,MZ_Lawngtlai,16,0
Mizoram,MZ_Lawngtlai,17,0
Mizoram,MZ_Lunglei,1,46
Mizoram,MZ_Lunglei,2,19
Mizoram,MZ_Lunglei,3,49
Mizoram,MZ_Lunglei,4,48
Mizoram,MZ_Lunglei,5,117
Mizoram,MZ_Lunglei,6,25
Mizoram,MZ_Lunglei,7,76
Mizoram,MZ_Lunglei,8,31
Mizoram,MZ_Lunglei,9,7
Mizoram,MZ_Lunglei,10,1
Mizoram,MZ_Lunglei,11,31
Mizoram,MZ_Lunglei,12,253
Mizoram,MZ_Lunglei,13,520
Mizoram,MZ_Lunglei,14,1409
Mizoram,MZ_Lunglei,15,986
Mizoram,MZ_Lunglei,16,0
Mizoram,MZ_Lunglei,17,0
Mizoram,MZ_Mamit,1,18
Mizoram,MZ_Mamit,2,3
Mizoram,MZ_Mamit,3,3
Mizoram,MZ_Mamit,4,15
Mizoram,MZ_Mamit,5,19
Mizoram,MZ_Mamit,6,24
Mizoram,MZ_Mamit,7,3
Mizoram,MZ_Mamit,8,0
Mizoram,MZ_Mamit,9,0
Mizoram,MZ_Mamit,10,2
Mizoram,MZ_Mamit,11,7
Mizoram,MZ_Mamit,12,117
Mizoram,MZ_Mamit,13,52
Mizoram,MZ_Mamit,14,541
Mizoram,MZ_Mamit,15,758
Mizoram,MZ_Mamit,16,0
Mizoram,MZ_Mamit,17,0
Mizoram,MZ_Saiha,1,9
Mizoram,MZ_Saiha,2,17
Mizoram,MZ_Saiha,3,1
Mizoram,MZ_Saiha,4,4
Mizoram,MZ_Saiha,5,1
Mizoram,MZ_Saiha,6,2
Mizoram,MZ_Saiha,7,1
Mizoram,MZ_Saiha,8,2
Mizoram,MZ_Saiha,9,0
Mizoram,MZ_Saiha,10,3
Mizoram,MZ_Saiha,11,2
Mizoram,MZ_Saiha,12,104
Mizoram,MZ_Saiha,13,180
Mizoram,MZ_Saiha,14,304
Mizoram,MZ_Saiha,15,346
Mizoram,MZ_Saiha,16,0
Mizoram,MZ_Saiha,17,0
Mizoram,MZ_Serchhip,1,3
Mizoram,MZ_Serchhip,2,4
Mizoram,MZ_Serchhip,3,8
Mizoram,MZ_Serchhip,4,33
Mizoram,MZ_Serchhip,5,39
Mizoram,MZ_Serchhip,6,71
Mizoram,MZ_Serchhip,7,18
Mizoram,MZ_Serchhip,8,4
Mizoram,MZ_Serchhip,9,0
Mizoram,MZ_Serchhip,10,0
Mizoram,MZ_Serchhip,11,84
Mizoram,MZ_Serchhip,12,325
Mizoram,MZ_Serchhip,13,100
Mizoram,MZ_Serchhip,14,136
Mizoram,MZ_Serchhip,15,116
Mizoram,MZ_Serchhip,16,0
Mizoram,MZ_Serchhip,17,0
Nagaland,NL_Dimapur,1,57
Nagaland,NL_Dimapur,2,130
Nagaland,NL_Dimapur,3,1136
Nagaland,NL_Dimapur,4,654
Nagaland,NL_Dimapur,5,1528
Nagaland,NL_Dimapur,6,1778
Nagaland,NL_Dimapur,7,1041
Nagaland,NL_Dimapur,8,169
Nagaland,NL_Dimapur,9,54
Nagaland,NL_Dimapur,10,4
Nagaland,NL_Dimapur,11,13
Nagaland,NL_Dimapur,12,2211
Nagaland,NL_Dimapur,13,3121
Nagaland,NL_Dimapur,14,637
Nagaland,NL_Dimapur,15,745
Nagaland,NL_Dimapur,16,212
Nagaland,NL_Dimapur,17,0
Nagaland,NL_Kiphire,1,4
Nagaland,NL_Kiphire,2,0
Nagaland,NL_Kiphire,3,0
Nagaland,NL_Kiphire,4,12
Nagaland,NL_Kiphire,5,0
Nagaland,NL_Kiphire,6,176
Nagaland,NL_Kiphire,7,16
Nagaland,NL_Kiphire,8,2
Nagaland,NL_Kiphire,9,0
Nagaland,NL_Kiphire,10,0
Nagaland,NL_Kiphire,11,0
Nagaland,NL_Kiphire,12,29
Nagaland,NL_Kiphire,13,75
Nagaland,NL_Kiphire,14,46
Nagaland,NL_Kiphire,15,39
Nagaland,NL_Kiphire,16,1
Nagaland,NL_Kiphire,17,0
Nagaland,NL_Kohima,1,21
Nagaland,NL_Kohima,2,55
Nagaland,NL_Kohima,3,436
Nagaland,NL_Kohima,4,765
Nagaland,NL_Kohima,5,807
